,name,location,rent,deposit,area,type,highlights,description,owner
767,Hill Shire,"2 BHK Flat for rent in Wagholi, Pune","₹16,200",+ Deposit 2 months rent,750 sqft,2 BHK ,"['2 Baths', 'Mount Litera within 250m']","Hill shire society 
2bhk 
Big carpet flat 
All aminities available in society 
1.Garden 
2.Gym
3. Club house 
Water supply is 24/7
Covered car parkeing 
Big balcony 
Most demanding society 
Peacefull area 
Mount litera school on just 100 meter
All facilities availble just in 500 meters for society location 
Contact us for more details",Shekhar Enterprises 
768,Hill Shire,"2 BHK Flat for rent in Wagholi, Pune","₹16,100",+ Deposit 2 months rent,765 sqft,2 BHK ,"['2 Baths', 'East Facing']","Hill shire society 
2bhk 
Big carpet flat 
All aminities available in society 
1.Garden 
2.Gym
3. Club house 
Water supply is 24/7
Covered car parkeing 
Big balcony 
Most demanding society 
Peacefull area 
Mount litera school on just 100 meter
All facilities availble just in 500 meters for society location 
Contact us for more details",Shekhar Enterprises 
769,VTP Purvanchal,"2 BHK Flat for rent in Wagholi, Pune","₹16,100",+ Deposit 2 months rent,740 sqft,2 BHK ,"['2 Baths', 'East Facing']","Vtp purvanchal 
2bhk 
New flat 
All aminities available in society
1.Garden
2.Swiming pool 
3.Gym
4.Club house 
Basic fitting in flat like 
1.Light 
2.Fan 
3.Curteen rod 
4.Modular kitchen 
Immediatly available
Contact for more details",Shekhar Enterprises 
770,VTP Purvanchal,"2 BHK Flat for rent in Wagholi, Pune","₹16,400",+ Deposit 2 months rent,740 sqft,2 BHK ,"['2 Baths', 'Private Garden']",Vtp purvanchal 2bhk New flat All aminities available in society 1.Garden 2.Swiming pool 3.Gym 4.Club house Basic fitting in flat like 1.Light 2.Fan 3.Curteen rod 4.Modular kitchen Immediatly available Contact for more details Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premise...,Shekhar Enterprises 
771,VTP Purvanchal,"2 BHK Flat for rent in Wagholi, Pune","₹16,300",+ Deposit 2 months rent,740 sqft,2 BHK ,"['2 Baths', 'Private Garden']",Vtp purvanchal 2bhk New flat All aminities available in society 1.Garden 2.Swiming pool 3.Gym 4.Club house Basic fitting in flat like 1.Light 2.Fan 3.Curteen rod 4.Modular kitchen Immediatly available Contact for more details Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premise...,Shekhar Enterprises 
772,VTP Purvanchal,"2 BHK Flat for rent in Wagholi, Pune","₹16,000",+ Deposit 2 months rent,740 sqft,2 BHK ,"['2 Baths', 'East Facing']","Vtp purvanchal 
2bhk 
New flat 
All aminities available in society
1.Garden
2.Swiming pool 
3.Gym
4.Club house 
Basic fitting in flat like 
1.Light 
2.Fan 
3.Curteen rod 
4.Modular kitchen 
Immediatly available
Contact for more details",Shekhar Enterprises 
773,Alkasa Chs,"2 BHK Flat for rent in Mohammed Wadi, Pune","₹25,000",+ Deposit 6 months rent,"1,050 sqft",2 BHK ,"['2 Baths', 'East Facing']","Alkasa chs is the most preferred destination for renting flats in mohammed wadi, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has 1050 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. The flat consists of 2 bedrooms, built on 1050 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 12 floors a...",DSG
774,Gagan Micasaa,"1 BHK Flat for rent in Wagholi, Pune","₹13,000","+ Deposit ₹26,000",910 sqft,1 BHK ,"['2 Baths', 'Private Garden']","Explore this amicable gagan micasaa of wagholi in pune ! Live in a 1 bhk flat for rent in wagholi spread over 760 sq.Ft. This 1 bhk flat comes with 2 bathrooms set in 760 sq.Ft. Super built-Up usable area. The flat consists of 1 bedroom, built on 910 sq.Ft. A separate space for study room is available in this flat. Society provides 1 covered parking with this flat. The building has a total of 1...",Expert Properties 
775,sargamsociety Nanded,"2 BHK Flat for rent in Nanded, Pune","₹27,000","+ Deposit ₹100,000","1,080 sqft",2 BHK ,"['2 Baths', 'Private Garden']","Explore this amicable sargamsociety nanded of nanded in pune ! Live in a 2 bhk flat for rent in nanded spread over 1080 sq.Ft. Property has 1080 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. Flat is constructed on 1080 sq.Ft. 1 covered parking available. Placed on 30th of 31 floor in 5-10 years old tower. Furnished flat with 9 light, 6 fan, 1 ac, 1 tv, 2 bed, 2 wardrobe, 1 g...",Vastulaxmi Properties 
776,Nanded Asawari,"2 BHK Flat for rent in Nanded, Pune","₹19,001","+ Deposit ₹45,000",973 sqft,2 BHK ,"['2 Baths', 'Private Garden']","This lovely 2 bhk apartment for rent in nanded is available in one of pune's most popular projects, nanded asawari. Property has 780 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. This flat is constructed on 973 sq.Ft. Area. This flat lies on the 13th floor of a 22 storey building. Well maintained 5-10 years property. Unfurnished flat the flat will be available from tue, 20 feb 2024 ...",Vastulaxmi Properties 
777,Nanded Asawari,"2 BHK Flat for rent in Nanded, Pune","₹23,000","+ Deposit ₹60,000",973 sqft,2 BHK ,"['2 Baths', 'Private Garden']","Nanded asawari is the most preferred destination for renting flats in nanded, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 2 bathrooms & 1 balcony in 780 sq.Ft. Carpet area. The flat is built on 973 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 4th in a tower with 22 floors. This i...",Vastulaxmi Properties 
778,Nanded Asawari,"3 BHK Flat for rent in Nanded, Pune","₹23,000","+ Deposit ₹60,000","1,358 sqft",3 BHK ,"['3 Baths', 'Private Garden']",Explore this amicable nanded asawari of nanded in pune ! Live in a 3 bhk flat for rent in nanded. This flat consists of 3 bathrooms & 1 balcony build in 1100 sq.Ft. Carpet area. This property is constructed on 1358 sq.Ft. You also get 1 covered parking inside the premises located on 12th of 22 floor. This is a ready to move property and it is 5-10 years old flat. It is an unfurnished property. ...,Vastulaxmi Properties 
779,Godrej Greens,"3 BHK Flat for rent in Undri, Pune","₹18,000","+ Deposit ₹55,000",900 sqft,3 BHK ,"['3 Baths', 'East Facing']","This lovely 3 bhk apartment for rent in undri is available in one of pune's most popular projects, godrej greens. This 3 bhk flat comes with 3 bathrooms set in 900 sq.Ft. Carpet usable area. This flat is constructed on 900 sq.Ft. Area. This flat lies on the 8th floor of a 17 storey building. Well maintained 1-5 years property. Unfurnished flat property is ready to be leased on any agreement typ...",Shivaay Realty 
780,Majestique Manhattan,"2 BHK Flat for rent in Wagholi, Pune","₹16,000","+ Deposit ₹32,000",900 sqft,2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in wagholi is available in majestique manhattan for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 2 balconies in 790 sq.Ft. Super built-Up area. The flat is built on 900 sq.Ft. Area. This property has pooja room as well. Ease of access to 1 covered parking within society. This flat is situated at 3rd in a tower with 1...",Expert Properties 
781,Sai Sanskruti,"2 BHK Flat for rent in Wagholi, Pune","₹22,000","+ Deposit ₹44,000","1,075 sqft",2 BHK ,"['2 Baths', 'Private Garden']","A 2 bhk flat for rent in wagholi close to all basic civic amenities is available for just 22,000 in sai sanskruti, pune. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 950 sq.Ft. Super built-Up area. This property is constructed on 1075 sq.Ft. Extra space for study room. You also get 1 covered parking inside the premises located on 3rd of 12 floor. This is a ready to move p...",Expert Properties 
782,Silver Crest,"2 BHK Flat for rent in Wagholi, Pune","₹18,500","+ Deposit ₹37,000","1,072 sqft",2 BHK ,"['2 Baths', 'Private Garden']","Situated in wagholi pune, silver crest is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 703 sq.Ft. Big 2 bhk apartment now available for rent. This 2 bhk flat comes with 2 bathrooms set in 703 sq.Ft. Super built-Up usable area. The flat consists of 2 bedrooms, built on 1072 sq.Ft. A separate space for study room is available in this f...",Expert Properties 
783,Amanora Trendy Homes,"2 BHK Flat for rent in Hadapsar, Pune","₹34,500","+ Deposit ₹103,500",657 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","Explore this amicable amanora trendy homes of hadapsar in pune ! Live in a 2 bhk flat for rent in hadapsar. This property is close to school, close to hospital, close to market and close to railway station. This flat consists of 2 bathrooms & 1 balcony build in 657 sq.Ft. Carpet area. The flat is built on 657 sq.Ft. Area. Ease of access to 1 covered parking and 1 open parking within society. Th...",Suman Properties 
784,Dreams Lynnea,"1 BHK Flat for rent in Wagholi, Pune","₹13,000","+ Deposit ₹26,000",720 sqft,1 BHK ,"['1 Baths', 'Private Garden']",Pune's most popular society dreams lynnea in wagholi offers 1 bhk apartment. This flat consists of 1 bathroom & 2 balconies in 550 sq.Ft. Super built-Up area. This flat is constructed on 720 sq.Ft. Area. An independent pooja room is available in this property. This flat lies on the 3rd floor of a 12 storey building. Well maintained 1-5 years property. It is a semi-Furnished property. Inclusive ...,Expert Properties 
785,Majestique City,"2 BHK Flat for rent in Wagholi, Pune","₹16,000","+ Deposit ₹32,000",920 sqft,2 BHK ,"['2 Baths', 'Private Garden']","This lovely 2 bhk apartment for rent in wagholi is available in one of pune's most popular projects, majestique city. Property has 780 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat is built on 920 sq.Ft. Area. This property has pooja room as well. Ease of access to 1 covered parking within society. This flat is situated at 3rd in a tower with 12 floors. This is a ...",Expert Properties 
786,Gera World of Joy,"3 BHK Flat for rent in Kharadi, Pune","₹42,000","+ Deposit ₹150,000","1,200 sqft",3 BHK ,"['2 Baths', 'Full Power Backup']","2bhk duplex furnished flat gera world of joy of kharadi in pune ! Live in a 2 bhk flat for rent in kharadi spread over 1100 sq.Ft. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 1100 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1200 sq.Ft. A separate space for store room is available in this flat. Society provides 1 covered parking with this flat. T...",VASTUBUYING REALTORS 
787,Kolte Patil Mount Castle,"1 BHK Flat for rent in Wagholi, Pune","₹15,000","+ Deposit ₹20,000",750 sqft,1 BHK ,"['2 Baths', 'Private Garden']","This 1 bhk flat in wagholi is available in kolte patil mount castle for rent, one of the most prominent projects for residential flats in pune. This 1 bhk flat comes with 2 bathrooms set in 620 sq.Ft. Super built-Up usable area. The flat is built on 750 sq.Ft. Area. This property has store room as well. Ease of access to 1 covered parking within society. This flat is situated at 6th in a tower ...",Expert Properties 
788,Kolte Patil Mount Castle,"1 BHK Flat for rent in Wagholi, Pune","₹15,000","+ Deposit ₹20,000",750 sqft,1 BHK ,"['2 Baths', 'Private Garden']","This 1 bhk flat in wagholi is available in kolte patil mount castle for rent, one of the most prominent projects for residential flats in pune. This 1 bhk flat comes with 2 bathrooms set in 620 sq.Ft. Super built-Up usable area. The flat is built on 750 sq.Ft. Area. This property has store room as well. Ease of access to 1 covered parking within society. This flat is situated at 6th in a tower ...",Expert Properties 
789,Dreams Sankalp,"2 BHK Flat for rent in Wagholi, Pune","₹13,000","+ Deposit ₹26,000",970 sqft,2 BHK ,"['2 Baths', 'Private Garden']","Situated in wagholi pune, dream sankalp co operative society is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 860 sq.Ft. Big 2 bhk apartment now available for rent. Property has 860 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat consists of 2 bedrooms, built on 970 sq.Ft. A separate space for pooja room i...",Expert Properties 
790,Dreams Lynnea,"2 BHK Flat for rent in Wagholi, Pune","₹14,000","+ Deposit ₹30,000",915 sqft,2 BHK ,"['2 Baths', 'Gated Society']","This 2 bhk flat in wagholi is available in dreams lynnea for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony build in 900 sq.Ft. Super built-Up area. This flat is constructed on 915 sq.Ft. Area. An independent pooja room is available in this property. This flat lies on the 12th floor of a 13 storey building. Well maintained 1...",Expert Properties 
791,Nyati Esteban 1,"2 BHK Flat for rent in Undri, Pune","₹32,500",+ Deposit 3 months rent,"1,240 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Fully furnished with electronics and beautiful spacious airy apartment with a gorgeous view. Good sunlight, perfect location with easy access to groceries, medicals, hotels, schools and transport. Cosmopolitan society with all amenities, for instance club house, swimming pool, gym, yoga room, childrens play area, ample car park, ample space. Building has 2 lifts with generator back up.",HOME IT 
792,Kolte Patil Life Republic Arezo,"2 BHK Flat for rent in Hinjewadi, Pune","₹19,500",+ Deposit 3 months rent,750 sqft,2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in hinjewadi is available in one of pune's most popular projects, kolte patil life republic arezo. Property has 750 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. The flat is built on 750 sq.Ft. Area. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated at 11th in a tower with 22 floors. This is a 0-1 year...",Green Home Properties 
793,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹19,000",+ Deposit 3 months rent,730 sqft,2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in hinjewadi is available in one of pune's most popular projects, kolte patil life republic. Property has 730 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. This property is constructed on 730 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 14th of 22 floor. This is a ready to move property and it is ...",Green Home Properties 
794,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹27,000",,705 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","Paranjape blue ridge is one of pune's most sought after destination for residential flats and this 1 bhk flat for rent in hinjewadi, is your opportunity to be a part of this community. This flat consists of 1 bathroom & 1 balcony build in 440 sq.Ft. Carpet area. This property is constructed on 705 sq.Ft. You also get 1 covered parking inside the premises located on 20th of 24 floor. This is a r...",Dream scapers developers 
795,Godrej Infinity,"2 BHK Flat for rent in Keshav Nagar, Pune","₹27,000","+ Deposit ₹60,000","1,000 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Godrej infinity beautiful 2 bhk semi-Furnished flat nestled in godrej infinity, a sought-After address in keshav nagar, pune. Set in a peaceful locale, this residence spans 860 sqft of carpet area on the 16th floor, presenting a recently built and visually appealing property. Enjoy stress-Free parking with ample dedicated spaces for your car and bike. Boasting an attractive design, the property...",Innovative Properties
796,Fortune Aristolia,"2 BHK Flat for rent in Hadapsar, Pune","₹35,000","+ Deposit ₹100,000","1,050 sqft",2 BHK ,"['2 Baths', 'East Facing']",Explore this amicable fortune aristolia of hadapsar in pune ! Live in a 2 bhk flat for rent in hadapsar. Property has 1050 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. The flat is built on 1050 sq.Ft. Area. This property has others as well. This flat is situated at top in a tower with 12 floors. This is a 5-10 years old society. This is a semi-Furnished flat. Already installed 1 ...,Giri Estate Agency 
797,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹22,000","+ Deposit ₹60,000",889 sqft,2 BHK ,"['2 Baths', 'East Facing']","A 2 bhk flat for rent in hinjewadi close to all basic civic amenities is available for just 22,000 in kolte patil life republic, pune. This 2 bhk flat comes with 2 bathrooms set in 889 sq.Ft. Carpet usable area. This property is constructed on 889 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 3rd of 22 floor. This is a ready to move property and it...",Archana Enterprises 
798,Magarpatta City Trillium,"2 BHK Flat for rent in Magarpatta, Pune","₹35,000","+ Deposit ₹90,000","1,050 sqft",2 BHK ,"['2 Baths', 'East Facing']",Explore this amicable magarpatta city trillium of magarpatta in pune ! Live in a 2 bhk flat for rent in magarpatta. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 1050 sq.Ft. Carpet area. The flat is built on 1050 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated at 5th in a tower with 1...,Giri Estate Agency 
799,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹20,000","+ Deposit ₹57,000",495 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","Paranjape blue ridge is one of pune's most sought after destination for residential flats and this 1 bhk flat for rent in hinjewadi, is your opportunity to be a part of this community. Property has attached 1 bathroom & 1 balcony with 1 room set in 495 sq.Ft. Carpet area. The flat is built on 495 sq.Ft. Area. This flat is situated at 21st in a tower with 24 floors. Unfurnished flat ready to occ...",Dream scapers developers 
800,VTP Belair,"2 BHK Flat for rent in Mahalunge, Pune","₹21,000",+ Deposit 3 months rent,633 sqft,2 BHK ,"['2 Baths', 'East Facing']","Explore this amicable vtp belair of mahalunge in pune ! Live in a 2 bhk flat for rent in mahalunge. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 633 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 633 sq.Ft. A separate space for store room is available in this flat. Society provides 1 covered parking with this flat. The building has a total of 23 floors and th...",Green Home Properties 
801,Shapoorji Joyville,"2 BHK Flat for rent in Hinjewadi, Pune","₹22,500","+ Deposit ₹50,000",700 sqft,2 BHK ,"['2 Baths', 'Fitness Center/ Gym']",Pune's most popular society shapoorji joyville in hinjewadi offers 2 bhk apartment. Property has 700 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. The flat is built on 700 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 5th in a tower with 18 floors. This is a 5-10 years old society. This property is unfurnished. Property is ready to be leas...,Lotlite Realtors Private Limited
802,Shapoorji Joyville,"2 BHK Flat for rent in Hinjewadi, Pune","₹23,000","+ Deposit ₹50,000",700 sqft,2 BHK ,"['2 Baths', 'Fitness Center/ Gym']","This lovely 2 bhk apartment for rent in hinjewadi is available in one of pune's most popular projects, shapoorji joyville. This 2 bhk flat comes with 2 bathrooms set in 700 sq.Ft. Carpet usable area. This property is constructed on 700 sq.Ft. You also get 1 covered parking inside the premises located on 9th of 18 floor. This is a ready to move property and it is 5-10 years old flat. It is an un...",Lotlite Realtors Private Limited
803,vtp bel air  mahalunge ,"1 BHK Flat for rent in Hinjewadi, Pune","₹22,000","+ Deposit ₹50,000",500 sqft,1 BHK ,"['1 Baths', 'Fitness Center/ Gym']","Find this 1 bhk apartment for rent in hinjewadi, pune. This 1 bhk apartment in vtp bel air mahalunge is situated in pune. This 1 bhk flat comes with 1 bathroom set in 500 sq.Ft. Carpet usable area. The flat consists of 1 bedroom, built on 500 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 30 floors and this property is situated on 18th floor. Property is 5...",Lotlite Realtors Private Limited
804,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹23,000","+ Deposit ₹50,000",445 sqft,1 BHK ,"['1 Baths', 'Air Conditioned']","A spacious 1 bhk flat for rent is available in hinjewadi in paranjape blue ridge, pune. Property has 445 sq.Ft. Carpet area with 1 bathroom & 1 balcony attached. The flat is built on 445 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 10th in a tower with 30 floors. This is a 5-10 years old society. This is a furnished flat. Furnishing options provided ...",Lotlite Realtors Private Limited
805,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹19,000","+ Deposit ₹40,000",445 sqft,1 BHK ,"['1 Baths', 'Fitness Center/ Gym']","This lovely 1 bhk apartment for rent in hinjewadi is available in one of pune's most popular projects, paranjape blue ridge. This 1 bhk flat comes with 1 bathroom set in 445 sq.Ft. Carpet usable area. This property is constructed on 445 sq.Ft. You also get 1 covered parking inside the premises located on 22nd of 30 floor. This is a ready to move property and it is 5-10 years old flat. This prop...",Lotlite Realtors Private Limited
806,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹24,000","+ Deposit ₹50,000",445 sqft,1 BHK ,"['1 Baths', 'Fitness Center/ Gym']","Explore this amicable paranjape blue ridge of hinjewadi in pune ! Live in a 1 bhk flat for rent in hinjewadi. This flat consists of 1 bathroom & 1 balcony build in 445 sq.Ft. Carpet area. The flat consists of 1 bedroom, built on 445 sq.Ft. The building has a total of 30 floors and this property is situated on 19th floor. Property is 5-10 years old. It is a furnished property. Inclusive of 4 lig...",Lotlite Realtors Private Limited
807,Kohinoor Coral,"2 BHK Flat for rent in Hinjewadi, Pune","₹26,000","+ Deposit ₹60,000",700 sqft,2 BHK ,"['2 Baths', 'Fitness Center/ Gym']","A 2 bhk flat for rent in hinjewadi close to all basic civic amenities is available for just 26,000 in kohinoor coral, pune. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 700 sq.Ft. Carpet area. Flat is constructed on 700 sq.Ft. 1 covered parking available. Placed on 9th of 14 floor. Unfurnished flat property is ready to be leased on any agreement type for families, single me...",Lotlite Realtors Private Limited
808,Kohinoor Coral,"2 BHK Flat for rent in Hinjewadi, Pune","₹25,000","+ Deposit ₹60,000",700 sqft,2 BHK ,"['2 Baths', 'Fitness Center/ Gym']","Pune's most popular society kohinoor coral in hinjewadi offers 2 bhk apartment. This flat consists of 2 bathrooms & 1 balcony build in 700 sq.Ft. Carpet area. Flat is constructed on 700 sq.Ft. 1 covered parking available. Placed on 11th of 14 floor. This property is unfurnished. The flat will be available for families, single men and single women on any agreement type with a notice of 1 month f...",Lotlite Realtors Private Limited
809,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹24,001","+ Deposit ₹50,000",445 sqft,1 BHK ,"['1 Baths', 'Air Conditioned']","This lovely 1 bhk apartment for rent in hinjewadi is available in one of pune's most popular projects, paranjape blue ridge. This 1 bhk flat comes with 1 bathroom set in 445 sq.Ft. Carpet usable area. This flat is constructed on 445 sq.Ft. Area. This flat lies on the 19th floor of a 30 storey building. Well maintained 5-10 years property. This is a furnished flat. Already installed 4 light, 2 f...",Lotlite Realtors Private Limited
810,Shapoorji Joyville,"2 BHK Flat for rent in Hinjewadi, Pune","₹24,000","+ Deposit ₹50,000",700 sqft,2 BHK ,"['2 Baths', 'Fitness Center/ Gym']","Shapoorji joyville is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in hinjewadi, is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 1 balcony in 700 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 700 sq.Ft. The building has a total of 18 floors and this property is situated on 4th floor. Proper...",Lotlite Realtors Private Limited
811,Shapoorji Joyville,"2 BHK Flat for rent in Hinjewadi, Pune","₹22,000","+ Deposit ₹50,000",700 sqft,2 BHK ,"['2 Baths', 'Fitness Center/ Gym']","A spacious 2 bhk flat for rent is available in hinjewadi in shapoorji joyville, pune. This 2 bhk flat comes with 2 bathrooms set in 700 sq.Ft. Carpet usable area. The flat is built on 700 sq.Ft. Area. This flat is situated at 9th in a tower with 18 floors. This is a 5-10 years old society. Unfurnished flat the flat will be available from thu, 14 mar 2024 for families, single men and single wome...",Lotlite Realtors Private Limited
812,Paranjape Blue Ridge,"2 BHK Flat for rent in Hinjewadi, Pune","₹32,000","+ Deposit ₹80,000","1,000 sqft",2 BHK ,"['2 Baths', 'Fitness Center/ Gym']","This 2 bhk flat in hinjewadi is available in paranjape blue ridge for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony in 1000 sq.Ft. Carpet area. The flat is built on 1000 sq.Ft. Area. This flat is situated at 20th in a tower with 30 floors. This is a 5-10 years old society. It is an unfurnished property. The flat will be ava...",Lotlite Realtors Private Limited
813,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹25,001","+ Deposit ₹50,000",445 sqft,1 BHK ,"['1 Baths', 'Fitness Center/ Gym']","This 1 bhk flat in hinjewadi is available in paranjape blue ridge for rent, one of the most prominent projects for residential flats in pune. Property has attached 1 bathroom & 1 balcony with 1 room set in 445 sq.Ft. Carpet area. The flat is built on 445 sq.Ft. Area. This flat is situated at 15th in a tower with 30 floors. This is a 5-10 years old society. Furnished flat with 3 light, 3 fan, 1 ...",Lotlite Realtors Private Limited
814,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹22,000","+ Deposit ₹40,000",445 sqft,1 BHK ,"['1 Baths', 'Ground Floor']","This 1 bhk flat in hinjewadi is available in paranjape blue ridge for rent, one of the most prominent projects for residential flats in pune. This flat consists of 1 bathroom & 1 balcony in 445 sq.Ft. Carpet area. The flat is built on 445 sq.Ft. Area. This flat is situated at ground in a tower with 30 floors. This is a 5-10 years old society. This is a semi-Furnished flat. Furnishing options pr...",Lotlite Realtors Private Limited
815,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹26,500","+ Deposit ₹50,000",700 sqft,1 BHK ,"['1 Baths', 'Ground Floor']","A 1 bhk flat for rent in hinjewadi close to all basic civic amenities is available for just 26,500 in paranjape blue ridge, pune. This flat consists of 1 bathroom & 1 balcony in 700 sq.Ft. Carpet area. This property is constructed on 700 sq.Ft. Located on ground of 30 floor. This is a ready to move property and it is 5-10 years old flat. It is a furnished property. Inclusive of 6 light, 3 fan, ...",Lotlite Realtors Private Limited
816,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹21,000","+ Deposit ₹45,000",442 sqft,1 BHK ,"['1 Baths', 'East Facing']","This lovely 1 bhk apartment for rent in hinjewadi is available in one of pune's most popular projects, paranjape blue ridge. The flat is close to metro station, close to hospital, close to school and close to market. This 1 bhk flat comes with 1 bathroom set in 442 sq.Ft. Carpet usable area. This flat is constructed on 442 sq.Ft. Area. This flat lies on the 4th floor of a 30 storey building. We...",Lotlite Realtors Private Limited
817,Paranjape Blue Ridge,"2 BHK Flat for rent in Hinjewadi, Pune","₹33,500","+ Deposit ₹70,000",850 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","Situated in hinjewadi pune, paranjape blue ridge is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony in 850 sq.Ft. Carpet area. Flat is constructed on 850 sq.Ft. 1 covered parking available. Placed on 16th of 30 floor. Furnished flat with 4 light, 1 fan...",Lotlite Realtors Private Limited
818,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹23,000","+ Deposit ₹45,000",440 sqft,1 BHK ,"['1 Baths', 'Fitness Center/ Gym']","Explore this amicable paranjape blue ridge of hinjewadi in pune ! Live in a 1 bhk flat for rent in hinjewadi. This flat consists of 1 bathroom & 1 balcony in 440 sq.Ft. Carpet area. This flat is constructed on 440 sq.Ft. Area. This flat lies on the 22nd floor of a 30 storey building. This is a semi-Furnished flat. Furnishing options provided - 5 light, 3 fan, 2 wardrobe, 1 modular kitchen, 1 cu...",Lotlite Realtors Private Limited
819,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹20,000","+ Deposit ₹40,000",450 sqft,1 BHK ,"['1 Baths', 'Fitness Center/ Gym']",Explore this amicable paranjape blue ridge of hinjewadi in pune ! Live in a 1 bhk flat for rent in hinjewadi. Property has attached 1 bathroom & 1 balcony with 1 room set in 450 sq.Ft. Carpet area. This flat is constructed on 450 sq.Ft. Area. This flat lies on the 10th floor of a 30 storey building. Well maintained 5-10 years property. Unfurnished flat property will be leased for 11 months from...,Lotlite Realtors Private Limited
820,Shapoorji Joyville,"2 BHK Flat for rent in Hinjewadi, Pune","₹22,000","+ Deposit ₹50,000",784 sqft,2 BHK ,"['2 Baths', 'East Facing']","Shapoorji joyville is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in hinjewadi, is your opportunity to be a part of this community. This 2 bhk flat comes with 2 bathrooms set in 784 sq.Ft. Carpet usable area. The flat is built on 784 sq.Ft. Area. This flat is situated at 1st in a tower with 18 floors. This is a 5-10 years old society. It is a s...",Lotlite Realtors Private Limited
