,name,location,rent,deposit,area,type,highlights,description,owner
172,Tulaja Bhavani,"1 BHK Flat for rent in Kharadi, Pune","₹14,000","+ Deposit ₹25,000",700 sqft,1 BHK ,"['1 Baths', 'East Facing']","Situated in kharadi pune, tulaja bhavani is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 600 sq.Ft. Big 1 bhk apartment now available for rent. This flat consists of 1 bathroom & 1 balcony in 600 sq.Ft. Super built-Up area. The flat is built on 700 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking wit...",Royal properties  
173,Dreams Lynnea,"1 BHK Flat for rent in Wagholi, Pune","₹12,300","+ Deposit ₹25,000",850 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","A spacious 1 bhk flat for rent is available in wagholi in dreams lynnea, pune. This 1 bhk flat comes with 1 bathroom set in 750 sq.Ft. Super built-Up usable area. Flat is constructed on 850 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on 6th of 13 floor in 1-5 years old tower. This is a semi-Furnished flat. Furnishing options provided - 3 curtains, 1 exhaust...",Royal properties  
174,Dreams Lynnea,"2 BHK Flat for rent in Wagholi, Pune","₹15,300","+ Deposit ₹30,000","1,050 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Pune's most popular society dreams lynnea in wagholi offers 2 bhk apartment. This flat consists of 2 bathrooms & 2 balconies in 950 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1050 sq.Ft. A separate space for others is available in this flat. Society provides 1 covered parking with this flat. The building has a total of 13 floors and this property is situated on 3rd fl...",Royal properties  
175,Dreams Lynnea,"2 BHK Flat for rent in Wagholi, Pune","₹15,200","+ Deposit ₹30,000","1,050 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","This lovely 2 bhk apartment for rent in wagholi is available in one of pune's most popular projects, dreams lynnea. Property has 950 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. This flat is constructed on 1050 sq.Ft. Area. An independent others is available in this property. This flat lies on the 8th floor of a 13 storey building. Well maintained 1-5 years property. It i...",Royal properties  
176,Rohan Abhilasha,"2 BHK Flat for rent in Wagholi, Pune","₹27,000","+ Deposit ₹70,000","1,128 sqft",2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in wagholi is available in rohan abhilasha for rent, one of the most prominent projects for residential flats in pune. Property has 836 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. Flat is constructed on 1128 sq.Ft. 1 covered parking available. Placed on 10th of 13 floor in 1-5 years old tower. This is a furnished flat. Already installed 8 light, 4 fan, 1 ac, 1 tv, ...",Yashica Properties
177,Majestique City,"2 BHK Flat for rent in Wagholi, Pune","₹17,400","+ Deposit ₹35,000","1,050 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Majestique city is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in wagholi with 950 sq.Ft., is your opportunity to be a part of this community. This 2 bhk flat comes with 2 bathrooms set in 950 sq.Ft. Super built-Up usable area. This property is constructed on 1050 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises...",Royal properties  
178,Majestique City,"2 BHK Flat for rent in Wagholi, Pune","₹16,800","+ Deposit ₹35,000","1,050 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","A 2 bhk flat for rent in wagholi close to all basic civic amenities is available for just 16,990 in majestique city, pune. This flat consists of 2 bathrooms & 2 balconies in 950 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1050 sq.Ft. A separate space for others is available in this flat. Society provides 1 covered parking with this flat. The building has a total of 14 ...",Royal properties  
179,Majestique City,"2 BHK Flat for rent in Wagholi, Pune","₹16,850","+ Deposit ₹32,000","1,050 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Situated in wagholi pune, majestique city is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 950 sq.Ft. Big 2 bhk apartment now available for rent. Property has 950 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat is built on 1050 sq.Ft. Area. This property has others as well. Ease of access to 1 covered park...",Royal properties  
180,Dreams Lynnea,"2 BHK Flat for rent in Wagholi, Pune","₹15,499","+ Deposit ₹30,000","1,050 sqft",2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in wagholi is available in dreams lynnea for rent, one of the most prominent projects for residential flats in pune. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 950 sq.Ft. Super built-Up area. The flat is built on 1050 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This flat is situated at 7th in a tower...",Royal properties  
181,Dreams Lynnea,"1 BHK Flat for rent in Wagholi, Pune","₹11,990","+ Deposit ₹25,000",850 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","This lovely 1 bhk apartment for rent in wagholi is available in one of pune's most popular projects, dreams lynnea. Property has 750 sq.Ft. Super built-Up area with 1 bathroom & 1 balcony attached. This flat is constructed on 850 sq.Ft. Area. An independent others is available in this property. This flat lies on the 6th floor of a 13 storey building. Well maintained 1-5 years property. It is a ...",Royal properties  
182,Gagan Micasaa,"2 BHK Flat for rent in Wagholi, Pune","₹15,550","+ Deposit ₹30,000","1,050 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Micasaa apartments is the most preferred destination for renting flats in wagholi, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 950 sq.Ft. Super built-Up area. The flat is built on 1050 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within soci...",Royal properties  
183,Kolte Cheryl,"3 BHK Flat for rent in Ashoka Nagar, Pune","₹41,500",+ Deposit 3 months rent,"1,565 sqft",3 BHK ,"['3 Baths', 'Private Garden']","Situated in ashoka nagar pune, kolte cheryl is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 3 bhk apartment now available for rent. This flat consists of 3 bathrooms & 2 balconies build in 1320 sq.Ft. Carpet area. The flat consists of 3 bedrooms, built on 1565 sq.Ft. Society provides 2 covered parking with this flat. The building has...",Property Dot Com
184,Nirman Altius,"2 BHK Flat for rent in Kharadi, Pune","₹35,000",+ Deposit 3 months rent,824 sqft,2 BHK ,"['2 Baths', 'Private Garden']","Pune's most popular society nirman altius in kharadi offers 2 bhk apartment. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 824 sq.Ft. Carpet area. This flat is constructed on 824 sq.Ft. Area. This flat lies on the 8th floor of a 19 storey building. Well maintained 1-5 years property. This is an unfurnished flat. The flat will be available from fri, 09 feb 2024 for family on ...",Property Dot Com
185,Gera Trinity Towers,"3 BHK Flat for rent in Kharadi, Pune","₹65,000",+ Deposit 3 months rent,"1,918 sqft",3 BHK ,"['4 Baths', 'Private Garden']","Find this 3 bhk apartment for rent in kharadi, pune. This 3 bhk apartment in gera trinity towers is situated in pune. This 3 bhk flat comes with 4 bathrooms set in usable area. This property is constructed on 1918 sq.Ft. Extra space for servant room. You also get 2 covered parking inside the premises located on 8th of 12 floor. This is a ready to move property and it is 1-5 years old flat. Semi...",Property Dot Com
186,Gera World of Joy,"Studio Apartments / 1 RK Flats for rent in Kharadi, Pune","₹21,000",+ Deposit 3 months rent,280 sqft,1 BHK ,"['1 Baths', 'Private Garden']","1rk studio available for rent in gera woj
 Additional details :",Property Dot Com
187,Gera World of Joy,"Studio Apartments / 1 RK Flats for rent in Kharadi, Pune","₹21,000",+ Deposit 3 months rent,480 sqft,1 BHK ,"['1 Baths', 'East Facing']","Check out gera world of joy in kharadi, one of the upcoming under-Construction housing societies in pune. There are apartments, studio apartments and villas for sale in gera world of joy. This society will have all basic facilities and amenities to suit homebuyers needs and requirements. Brought to you by gera developments, gera world of joy is scheduled for possession in sep, 2025. This housin...",CANDOR PROPERTIES 
188,Nyati Elysia,"Studio Apartments / 1 RK Flats for rent in Kharadi, Pune","₹21,000",+ Deposit 3 months rent,400 sqft,1 BHK ,"['1 Baths', 'East Facing']","Check out nyati elysia in kharadi, one of the upcoming under-Construction housing societies in pune. There are apartments for sale in nyati elysia. This society will have all basic facilities and amenities to suit homebuyers needs and requirements. Brought to you by nyati group, nyati elysia is scheduled for possession in sep, 2023. Being a rera-Registered society, the project details and other...",CANDOR PROPERTIES 
189,Nancy Towers,"2 BHK Flat for rent in Wanwadi, Pune","₹27,000",+ Deposit 3 months rent,"1,210 sqft",2 BHK ,"['2 Baths', 'North Facing']","This 2 bhk flat in wanwadi is available in nancy towers for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 2 balconies build in 1210 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1210 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 7 floors and this property is situated on ...",VISIION REAL ESTATE 
190,Tain Square,"3 BHK Flat for rent in Fatima Nagar, Pune","₹35,000",+ Deposit 3 months rent,"1,550 sqft",3 BHK ,"['3 Baths', 'East Facing']","Tain square is the most preferred destination for renting flats in fatima nagar, pune. A 3 bhk flat is now available for rent here. Don't miss to be a part of this community. This 3 bhk flat comes with 3 bathrooms set in 1550 sq.Ft. Super built-Up usable area. This flat is constructed on 1550 sq.Ft. Area. This flat lies on the 4th floor of a 10 storey building. Well maintained 10+ years propert...",VISIION REAL ESTATE 
191,Ganga Melrose,"2 BHK Flat for rent in Sopan Baug, Pune","₹39,000",+ Deposit 3 months rent,"1,400 sqft",2 BHK ,"['2 Baths', 'East Facing']","Ganga melrose is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in sopan baug with 1400 sq.Ft., is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 1 balcony in 1400 sq.Ft. Super built-Up area. This property is constructed on 1400 sq.Ft. Extra space for servant room. You also get 2 covered parking inside the pre...",VISIION REAL ESTATE 
192,ARV Ganga Kingston,"2 BHK Flat for rent in NIBM, Pune","₹21,000","+ Deposit ₹60,000","1,020 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","This lovely 2 bhk apartment for rent in nibm is available in one of pune's most popular projects, arv ganga kingston. Property has 1020 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat is built on 1020 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 4th in a tower with 11 floors. This is a 5-10 years old society. This propert...",VISIION REAL ESTATE 
193,Puraniks Aldea,"2 BHK Flat for rent in Baner, Pune","₹28,000","+ Deposit ₹70,000","1,080 sqft",2 BHK ,"['2 Baths', 'Gated Society']","This 2 bhk flat in baner is available in puraniks aldea for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 2 balconies in 971 sq.Ft. Super built-Up area. The flat is built on 1080 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 9th in a tower with 15 floors. This is a 1-5 years old society. It...",shree ganesh real estate 
194,Pride World City,"2 BHK Flat for rent in Lohegaon, Pune","₹24,000","+ Deposit ₹45,000",805 sqft,2 BHK ,"['East Facing', 'Fitness Center/ Gym']","Pride world city is 400 acre new city located at near d.Y.Patil eng.College danori,& near by place is vishrantwadi & baner.& pune airport",Owner 
