,name,location,rent,deposit,area,type,highlights,description,owner
325,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹20,000","+ Deposit ₹40,000",450 sqft,1 BHK ,"['1 Baths', 'Fitness Center/ Gym']",Explore this amicable paranjape blue ridge of hinjewadi in pune ! Live in a 1 bhk flat for rent in hinjewadi. Property has attached 1 bathroom & 1 balcony with 1 room set in 450 sq.Ft. Carpet area. This flat is constructed on 450 sq.Ft. Area. This flat lies on the 10th floor of a 30 storey building. Well maintained 5-10 years property. Unfurnished flat property will be leased for 11 months from...,Lotlite Realtors Private Limited
326,Shapoorji Joyville,"2 BHK Flat for rent in Hinjewadi, Pune","₹22,000","+ Deposit ₹50,000",784 sqft,2 BHK ,"['2 Baths', 'East Facing']","Shapoorji joyville is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in hinjewadi, is your opportunity to be a part of this community. This 2 bhk flat comes with 2 bathrooms set in 784 sq.Ft. Carpet usable area. The flat is built on 784 sq.Ft. Area. This flat is situated at 1st in a tower with 18 floors. This is a 5-10 years old society. It is a s...",Lotlite Realtors Private Limited
327,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹24,500","+ Deposit ₹50,000",442 sqft,1 BHK ,"['1 Baths', 'East Facing']","This 1 bhk flat in hinjewadi is available in paranjape blue ridge for rent, one of the most prominent projects for residential flats in pune. This flat consists of 1 bathroom & 1 balcony in 442 sq.Ft. Carpet area. This property is constructed on 442 sq.Ft. You also get 1 covered parking inside the premises located on 5th of 30 floor. This is a furnished flat. Furnishing options provided - 3 lig...",Lotlite Realtors Private Limited
328,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹26,500","+ Deposit ₹50,000",510 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","Explore this amicable paranjape blue ridge of hinjewadi in pune ! Live in a 1 bhk flat for rent in hinjewadi. Property has 510 sq.Ft. Carpet area with 1 bathroom & 1 balcony attached. This flat is constructed on 510 sq.Ft. Area. An independent pooja room is available in this property. This flat lies on the 11th floor of a 30 storey building. This property is furnished. Equipped with 3 light, 1 ...",Lotlite Realtors Private Limited
329,Paranjape Blue Ridge,"2 BHK Flat for rent in Hinjewadi, Pune","₹32,000","+ Deposit ₹70,000",867 sqft,2 BHK ,"['2 Baths', 'Fitness Center/ Gym']","This lovely 2 bhk apartment for rent in hinjewadi is available in one of pune's most popular projects, paranjape blue ridge. Property has 867 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. This flat is constructed on 867 sq.Ft. Area. This flat lies on the 21st floor of a 30 storey building. Well maintained 5-10 years property. Furnished flat with 6 light, 4 fan, 1 tv, 4 bed, 4 wardro...",Lotlite Realtors Private Limited
330,Pradnyaraj Aangan,"2 BHK Flat for rent in Wadgaon Sheri, Pune","₹30,000",+ Deposit 2 months rent,900 sqft,2 BHK ,"['Full Power Backup', 'Gated Society']","Pradnyaraj aangan is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in wadgaon sheri, is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 1 balcony build in 900 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 900 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of ...",INFRA NEST 
331,pralad nivas,"1 BHK Flat for rent in Wadgaon Sheri, Pune","₹21,000",+ Deposit 2 months rent,570 sqft,1 BHK ,"['Full Power Backup', 'Gated Society']","This lovely 1 bhk apartment for rent in wadgaon sheri is available in one of pune's most popular projects, pralad nivas. Property has attached 1 bathroom & 1 balcony with 1 room set in 570 sq.Ft. Carpet area. Flat is constructed on 570 sq.Ft. 1 covered parking available. Placed on 4th of 6 floor in 1-5 years old tower. This is a furnished flat. Furnishing options provided - 4 curtains, 3 fan, 1...",INFRA NEST 
332,pralad nivas,"1 BHK Flat for rent in Wadgaon Sheri, Pune","₹22,000",+ Deposit 2 months rent,560 sqft,1 BHK ,"['Full Power Backup', 'Gated Society']","A spacious 1 bhk flat for rent is available in wadgaon sheri in pralad nivas, pune. This 1 bhk flat comes with 1 bathroom set in 560 sq.Ft. Carpet usable area. The flat consists of 1 bedroom, built on 560 sq.Ft. The building has a total of 6 floors and this property is situated on 4th floor. Property is 1-5 years old. This property is furnished. Equipped with 1 chimney, 4 curtains, 1 exhaust fa...",INFRA NEST 
333,Gayatri Bravuria Apartment,"2 BHK Flat for rent in Balewadi, Pune","₹34,000",+ Deposit 3 months rent,"1,200 sqft",2 BHK ,"['2 Baths', 'East Facing']",It's a fully furnished flat with the immediate possession it's very near from balewadi highstreet all market place are near to the society,Propkey Solution 
334,"Laxman Nagar, Pune","4 Bedroom House for rent in Laxman Nagar, Pune",₹1 Lac,,"2,000 sqft",4 BHK ,"['4 Baths', 'East Facing']",It's a independent row house available for rent in baner location it's convenient for residential and commercial both pre school.. Office .. Family,Propkey Solution 
335,Forest County,"3 BHK Flat for rent in Kharadi, Pune","₹68,000",+ Deposit 3 months rent,"1,855 sqft",3 BHK ,"['3 Baths', 'East Facing']","A 3 bhk flat for rent in kharadi close to all basic civic amenities is available for just 68,000 in forest county, pune. This 3 bhk flat comes with 3 bathrooms set in usable area. The flat is built on 1855 sq.Ft. Area. This property has study room and servant room as well. Ease of access to 2 covered parking within society. This flat is situated at 8th in a tower with 12 floors. This is a 5-10 ...",Property House  
336,Gera Trinity Towers,"3 BHK Flat for rent in Kharadi, Pune","₹75,000",+ Deposit 3 months rent,"1,918 sqft",3 BHK ,"['3 Baths', 'East Facing']",Explore this amicable gera trinity towers of kharadi in pune ! Live in a 3 bhk flat for rent in kharadi. This flat consists of 3 bathrooms & 3 balconies. The flat is built on 1918 sq.Ft. Area. This property has servant room and pooja room as well. Ease of access to 2 covered parking within society. This flat is situated at 3rd in a tower with 12 floors. This is a 5-10 years old society. It is a...,Property House  
337,Panchshil Towers,"4 BHK Flat for rent in Kharadi, Pune",₹1.1 Lac,+ Deposit 3 months rent,"3,400 sqft",4 BHK ,"['4 Baths', 'East Facing']","Panchshil towers is the most preferred destination for renting flats in kharadi, pune. A 4 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 4 bathrooms & 3 balconies. This flat is constructed on 3400 sq.Ft. Area. An independent servant room is available in this property. This flat lies on the 12th floor of a 32 storey building. Well maint...",Property House  
338,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹80,000",+ Deposit 3 months rent,"2,950 sqft",3 BHK ,"['3 Baths', 'East Facing']","A 3 bhk flat for rent in kharadi close to all basic civic amenities is available for just 80,000 in panchshil towers, pune. This flat consists of 3 bathrooms & 3 balconies. Flat is constructed on 2950 sq.Ft. You get an additional space of pooja room. 3 covered parking available. Placed on 10th of 32 floor in 5-10 years old tower. It is a semi-Furnished property. Inclusive of 5 light, 5 fan, 4 a...",Property House  
339,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹90,000",+ Deposit 3 months rent,"2,950 sqft",3 BHK ,"['3 Baths', 'East Facing']","Find this 3 bhk apartment for rent in kharadi, pune. This 3 bhk apartment in panchshil towers is situated in pune. This flat consists of 3 bathrooms & 3 balconies. This property is constructed on 2950 sq.Ft. Extra space for servant room. You also get 2 covered parking inside the premises located on 6th of 32 floor. This is a ready to move property and it is 5-10 years old flat. This is a furnis...",Property House  
340,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹95,000",+ Deposit 3 months rent,"2,950 sqft",3 BHK ,"['3 Baths', 'East Facing']","This lovely 3 bhk apartment for rent in kharadi is available in one of pune's most popular projects, panchshil towers. This flat consists of 3 bathrooms & 2 balconies build in 2300 sq.Ft. Carpet area. The flat is built on 2950 sq.Ft. Area. This property has pooja room and servant room as well. Ease of access to 2 covered parking within society. This flat is situated at 5th in a tower with 32 fl...",Property House  
341,Goel Ganga Constella,"2 BHK Flat for rent in Eon Free Zone , Pune","₹40,000",+ Deposit 3 months rent,"1,170 sqft",2 BHK ,"['2 Baths', 'Fitness Center/ Gym']","This lovely 2 bhk apartment for rent in eon free zone is available in one of pune's most popular projects, goel ganga constella. This flat consists of 2 bathrooms & 2 balconies. The flat is built on 1170 sq.Ft. Area. This property has pooja room as well. Ease of access to 1 covered parking within society. This flat is situated at 3rd in a tower with 9 floors. This is a 5-10 years old society. T...",Property House  
342,Vilas Javdekar Yashwin Orizzonte,"3 BHK Flat for rent in Kharadi, Pune","₹42,000",+ Deposit 3 months rent,953 sqft,3 BHK ,"['3 Baths', 'Fitness Center/ Gym']","A 3 bhk flat for rent in kharadi close to all basic civic amenities is available for just 42,000 in vilas javdekar yashwin orizzonte, pune. Property has 953 sq.Ft. Carpet area with 3 bathrooms & 2 balconies attached. Flat is constructed on 953 sq.Ft. You get an additional space of pooja room. 2 covered parking available. Placed on 3rd of 22 floor. This is an unfurnished flat. The flat will be a...",Property House  
343,Vilas Javdekar Yashwin Orizzonte,"2 BHK Flat for rent in Kharadi, Pune","₹32,000",+ Deposit 3 months rent,730 sqft,2 BHK ,"['2 Baths', 'East Facing']","A 2 bhk flat for rent in kharadi close to all basic civic amenities is available for just 32,000 in vilas javdekar yashwin orizzonte, pune. This flat consists of 2 bathrooms & 2 balconies in 730 sq.Ft. Carpet area. The flat is built on 730 sq.Ft. Area. This property has pooja room as well. Ease of access to 1 covered parking within society. This flat is situated at 3rd in a tower with 22 floors...",Property House  
344,Forest County,"2 BHK Flat for rent in Kharadi, Pune","₹40,000",+ Deposit 3 months rent,961 sqft,2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in kharadi is available in one of pune's most popular projects, forest county. Property has 2 bathrooms & 2 balconies attached. The flat is built on 961 sq.Ft. Area. This property has pooja room as well. Ease of access to 2 covered parking within society. This flat is situated at 3rd in a tower with 12 floors. This is a 5-10 years old society. Semi-Furnished...",Property House  
345,Forest County,"3 BHK Flat for rent in Kharadi, Pune","₹53,000",+ Deposit 3 months rent,"1,855 sqft",3 BHK ,"['3 Baths', 'East Facing']",Pune's most popular society forest county in kharadi offers 3 bhk apartment. Property has 3 bathrooms & 2 balconies attached. The flat is built on 1855 sq.Ft. Area. This property has study room as well. Ease of access to 2 covered parking within society. This flat is situated at 9th in a tower with 12 floors. This is a 0-1 year old society. This is a semi-Furnished flat. Furnishing options prov...,Property House  
346,Triaa Hillome,"2 BHK Flat for rent in Lohegaon, Pune","₹22,000","+ Deposit ₹45,000",810 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","Pune's most popular society triaa hillome in lohegaon offers specious 2 bhk apartment. Ease of access to 1 covered parking within society . It is a semi-Furnished property. You will also get all modern property feature like piped-Gas, power back-Up and reserved parking. This place is equipped with quality features like swimming pool, water softening plant, club house / community center, fitness...",HIGH VISION PROPERTY 
347,Eden Garden,"2 BHK Flat for rent in Viman Nagar, Pune","₹45,000",+ Deposit 3 months rent,900 sqft,2 BHK ,"['2 Baths', 'Air Conditioned']","2bhk fully furnished in eden garden for family and working bachelors.
 Additional details :",Sharda Realtors 
348,Nirvana Zen,"2 BHK Flat for rent in Viman Nagar, Pune","₹52,000",+ Deposit 3 months rent,621 sqft,2 BHK ,"['2 Baths', 'Air Conditioned']","This lovely 2 bhk apartment for rent in viman nagar is available in one of pune's most popular projects, nirvana zen. Property has 621 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. The flat consists of 2 bedrooms, built on 621 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 6 floors and this property is situated on 4th floor. Property is 1-5 yea...",Sharda Realtors 
349,Lunkad Heritage,"1 BHK Flat for rent in Viman Nagar, Pune","₹27,000",+ Deposit 2 months rent,615 sqft,1 BHK ,"['1 Baths', 'Gated Society']",Explore this amicable lunkad heritage of viman nagar in pune ! Live in a 1 bhk flat for rent in viman nagar. This 1 bhk flat comes with 1 bathroom set in 450 sq.Ft. Carpet usable area. The flat is built on 615 sq.Ft. Area. Ease of access to 1 open parking within society. This flat is situated at 6th in a tower with 7 floors. This is a 5-10 years old society. This is a furnished flat. Furnishing...,Sharda Realtors 
350,Goel Ganga Nebula,"1 BHK Flat for rent in Viman Nagar, Pune","₹27,000","+ Deposit ₹60,000",575 sqft,1 BHK ,"['1 Baths', 'Top Floor']","A 1 bhk flat for rent in viman nagar close to all basic civic amenities is available for just 29,000 in goel ganga nebula, pune. This 1 bhk flat comes with 1 bathroom set in 400 sq.Ft. Carpet usable area. The flat is built on 575 sq.Ft. Area. This flat is situated at top in a tower with 6 floors. This is a 10 years old society. This property is furnished. Equipped with 1 light, 1 fan, 1 bed, 1 ...",Sharda Realtors 
351,Gokul Elegance,"2 BHK Flat for rent in Mhada Colony, Pune","₹39,000",+ Deposit 2 months rent,"1,050 sqft",2 BHK ,"['2 Baths', 'Air Conditioned']","A spacious 2 bhk flat for rent is available in mhada colony in gokul elegance, pune. This flat consists of 2 bathrooms & 1 balcony build in 850 sq.Ft. Carpet area. Flat is constructed on 1050 sq.Ft. 1 covered parking available. Placed on 3rd of 6 floor in 5-10 years old tower. This is a furnished flat. Already installed 1 light, 1 fan, 1 ac, 1 bed, 1 wardrobe, 1 geyser, 1 sofa, 1 washing machin...",Sharda Realtors 
352,Blue Line,"2 BHK Flat for rent in Viman Nagar, Pune","₹39,000",,850 sqft,2 BHK ,"['2 Baths', 'Gated Society']","Situated in viman nagar pune, blue line is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 2 balconies build in 850 sq.Ft. Carpet area. Flat is constructed on 850 sq.Ft. 1 covered parking available. Placed on 1st of 3 floor in 10 years old tower. This is a furni...",Sharda Realtors 
353,Lunkad Garden,"1 BHK Flat for rent in Viman Nagar, Pune","₹27,000",,700 sqft,1 BHK ,"['2 Baths', 'Gated Society']","This 1 bhk flat in viman nagar is available in lunkad garden for rent, one of the most prominent projects for residential flats in pune. Property has 500 sq.Ft. Carpet area with 2 bathrooms attached. This property is constructed on 700 sq.Ft. You also get 1 covered parking inside the premises located on 1st of 5 floor. This is a ready to move property and it is 10 years old flat. Furnished flat...",Sharda Realtors 
354,Amorapolis,"3 BHK Flat for rent in Dhanori, Pune","₹28,000","+ Deposit ₹45,000","1,250 sqft",3 BHK ,"['3 Baths', 'East Facing']","This lovely 3 bhk apartment for rent in dhanori is available in one of pune's most popular projects, amorapolis. You also get 1 covered parking this is a ready to move property and it is 0-1 year old flat. This is a semi-Furnished flat. Property has been built with latest feature like piped-Gas, internet/wi-Fi connectivity, power back-Up, reserved parking and intercom facility. Swimming pool, c...",HIGH VISION PROPERTY 
355,Paranjape Blue Ridge,"2 BHK Flat for rent in Hinjewadi, Pune","₹30,000",+ Deposit 2 months rent,"1,050 sqft",2 BHK ,"['2 Baths', 'Private Garden']","Situated in hinjewadi pune, paranjape blue ridge is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 1050 sq.Ft. Carpet area. This flat is constructed on 1050 sq.Ft. Area. An independent others is available in this property. Parking ...",Realty Group 24 
356,Pebbles,"2 BHK Flat for rent in Patil Nagar, Pune","₹26,000","+ Deposit ₹60,000","1,050 sqft",2 BHK ,"['2 Baths', 'Gated Society']","This 2 bhk flat in patil nagar is available in pebbles for rent, one of the most prominent projects for residential flats in pune. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 789 sq.Ft. Carpet area. This property is constructed on 1050 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 4th of 12 floor. This is a ready to move prope...",Pune Realty 
357,Aurum Elementto,"2 BHK Flat for rent in Kutwal Colony, Pune","₹18,500","+ Deposit ₹45,000",900 sqft,2 BHK ,"['2 Baths', 'East Facing']","Ready to move 2 bhk available in aurum elemento.
Porwal road lohegaon.
Best in location and full locality.
It has all the amenities except the swimming pool.
Close to viman nagar and yerwada.
Call to visit the flat.",V.S Properties 
358,Vision Aristo,"3 BHK Flat for rent in Ravet, Pune","₹30,000","+ Deposit ₹70,000","1,310 sqft",3 BHK ,"['3 Baths', 'East Facing']","Situated in ravet pune, vision aristo is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1230 sq.Ft. Big 3 bhk apartment now available for rent. This property offers access to nearby landmarks and is close to school and close to market. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 1230 sq.Ft. Super built-Up area. ...",Swaroof Realty 
359,Pride World City,"2 BHK Flat for rent in Lohegaon, Pune","₹23,000","+ Deposit ₹50,000","1,102 sqft",2 BHK ,"['2 Baths', 'Private Garden']",2 bhk flat available for rent in pride world city society Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is also a separate washroom for domestic help. The society has dedicated security guards for ever...,s k property 
360,Kingsbury at Pride World City,"2 BHK Flat for rent in Charholi, Pune","₹27,500","+ Deposit ₹50,000","1,012 sqft",2 BHK ,"['2 Baths', 'East Facing']","Ready to move 2 bhk fully furnished flat available for rent in kingsbury. It has sofa set, dinning table, fridge, modular kitchen, 2 bed, 2 cupboard. A.C, inverter backup etc. Good for family or working.",V.S Properties 
361,Kingsbury at Pride World City,"3 BHK Flat for rent in Charholi, Pune","₹28,000","+ Deposit ₹65,000","1,080 sqft",3 BHK ,"['3 Baths', 'East Facing']","Ready to move 3 bhk available for rent in kingsbury pride world city. Best in location and locality. It has all the amenities including swimming pool.
Open gym, kids play area, etc.
Good for family.
Call to visit.",V.S Properties 
362,Whistling Meadows,"3 BHK Flat for rent in Bhugaon, Pune","₹27,000","+ Deposit ₹60,000","1,000 sqft",3 BHK ,"['3 Baths', 'East Facing']",Wresling medous bhugav 3bhk garden wew flate for rent,jay ganesh real estate 
363,Ravinanda Skylights Codename Universe,"2 BHK Flat for rent in Wagholi, Pune","₹22,100",+ Deposit 2 months rent,750 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']",Explore this amicable ravinanda skylights codename universe of wagholi in pune ! Live in a 2 bhk flat for rent in wagholi. This flat consists of 2 bathrooms & 2 balconies in 750 sq.Ft. Carpet area. The flat is built on 750 sq.Ft. Area. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated at 10th in a tower with 12 floors. This is a 1-5 years old society. ...,grace realty 
364,Ravinanda Skylights Codename Universe,"2 BHK Flat for rent in Wagholi, Pune","₹22,000",+ Deposit 2 months rent,750 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","A 2 bhk flat for rent in wagholi close to all basic civic amenities is available for just 22,000 in ravinanda skylights codename universe, pune. This 2 bhk flat comes with 2 bathrooms set in 750 sq.Ft. Carpet usable area. Flat is constructed on 750 sq.Ft. 1 covered parking available. 1 open parking available. Placed on 10th of 12 floor in 1-5 years old tower. Semi-Furnished flat with 3 curtains...",grace realty 
365,Godrej Infinity,"1 BHK Flat for rent in Keshav Nagar, Pune","₹23,000",+ Deposit 2 months rent,550 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']",Pune's most popular society godrej infinity in keshav nagar offers 1 bhk apartment. Property has attached 1 bathroom & 1 balcony with 1 room set in 550 sq.Ft. Carpet area. This property is constructed on 550 sq.Ft. You also get 1 covered parking inside the premises located on 11th of 12 floor. This is a ready to move property and it is 1-5 years old flat. It is a semi-Furnished property. Inclus...,NESTAWAY TECHNOLOGIES PRIVATE LIMITED 
366,Kolte Patil Margosa Heights,"3 BHK Flat for rent in NIBM, Pune","₹21,000",+ Deposit 3 months rent,"1,575 sqft",3 BHK ,"['3 Baths', 'East Facing']","This 3 bhk flat in nibm is available in kolte patil margosa heights for rent, one of the most prominent projects for residential flats in pune. This 3 bhk flat comes with 3 bathrooms set in 1380 sq.Ft. Carpet usable area. The flat consists of 3 bedrooms, built on 1575 sq.Ft. A separate space for others is available in this flat. Society provides 1 covered parking with this flat & the option for...",S G Properties  
367,Jyoti Tulip,"1 BHK Flat for rent in Viman Nagar, Pune","₹25,130",+ Deposit 2 months rent,600 sqft,1 BHK ,"['1 Baths', 'Ramwadi Metro Station within 250m']","Situated in viman nagar pune, jyoti tulip is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 500 sq.Ft. Big 1 bhk apartment now available for rent. The flat is close to metro station, close to school, close to airport and close to mall. Property has attached 1 bathroom & 1 balcony with 1 room set in 500 sq.Ft. Super built-Up area. Flat ...",Omkrishna Real Estate 
368,"Ambar Apartment,Viman Nagar","1 BHK Flat for rent in Viman Nagar, Pune","₹22,120","+ Deposit ₹50,000",600 sqft,1 BHK ,"['1 Baths', 'East Facing']","Situated in viman nagar pune, ambar apartment is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 500 sq.Ft. Big 1 bhk apartment now available for rent. This property is close to school, close to market and close to metro station. This flat consists of 1 bathroom & 1 balcony build in 500 sq.Ft. Super built-Up area. This flat is construct...",Omkrishna Real Estate 
369,Park Springs,"2 BHK Flat for rent in Dhanori, Pune","₹25,000","+ Deposit ₹50,000",980 sqft,2 BHK ,"['2 Baths', 'East Facing']","Lavish 2 bhk flat for rent is available in dhanori in park springs, pune. Property has attached 2 bathrooms & 1 balcony with 2 rooms . This property is semi-Furnished you will also get all modern property feature like piped-Gas, internet/wi-Fi connectivity, feng shui / vaastu compliant, power back-Up, reserved parking and intercom facility. This place is equipped with quality features like swim...",HIGH VISION PROPERTY 
370,Shree Kalyaanee Solitaire,"2 BHK Flat for rent in Dhanori, Pune","₹32,000","+ Deposit ₹60,000","1,180 sqft",2 BHK ,"['2 Baths', 'East Facing']","This specious 2 bhk apartment for rent in dhanori is available in one of pune's most popular projects, shree kalyaanee solitaire. 2 bathrooms & 2 balconies attached. 1 covered parking available . This is a furnished flat. Furnishing options provided - 4 light, 4 fan, 2 bed, 3 wardrobe, 1 geyser, 1 sofa, 1 washing machine, 1 fridge, 1 water purifier, 1 microwave, 1 modular kitchen, 1 chimney, 1 ...",HIGH VISION PROPERTY 
371,Rohan Ananta,"2 BHK Flat for rent in Tathawade, Pune","₹22,500","+ Deposit ₹50,000",960 sqft,2 BHK ,"['2 Baths', 'East Facing']","A 2 bhk flat for rent in tathawade close to all basic civic amenities is available for just 22,500 in rohan ananta, pune. This property is close to school and close to market. This flat consists of 2 bathrooms & 2 balconies build in 927 sq.Ft. Super built-Up area. This flat is constructed on 960 sq.Ft. Area. An independent pooja room is available in this property. This flat lies on the 7th floo...",Swaroof Realty 
372,Ganga New Town,"1 BHK Flat for rent in Dhanori, Pune","₹16,000","+ Deposit ₹30,000",550 sqft,1 BHK ,"['1 Baths', 'East Facing']","New brand 1 bhk flat for rent in dhanori close to all basic civic amenities is available for just 16,000 in ganga new town, pune. Area with 1 bathroom & 1 balcony attached. This is a 0-1 year old society. This is a semi-Furnished flat. Already installed 4 light, 3 fan and 1 modular kitchen . The property comes with feng shui / vaastu compliant and reserved parking all inclusive in one. Ganga ne...",HIGH VISION PROPERTY 
373,Tranquil Park,"2 BHK Flat for rent in Lohegaon, Pune","₹20,000","+ Deposit ₹45,000",710 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","Tranquil park is one of pune's most sought after destination for residential flats and specious 2 bhk flat for rent in lohegaon . Unfurnished flat the flat , the property comes with reserved parking and intercom facility all inclusive in one. Tranquil park is designed very well to provide modern facilities such as swimming pool, club house / community center, cctv surveillance, fitness centre /...",HIGH VISION PROPERTY 
374,Shri Ganesh Vihar,"2 BHK Flat for rent in Dhanori, Pune","₹22,000","+ Deposit ₹45,000",850 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","A specious 2 bhk flat for rent in dhanori close to all basic civic amenities is available for shri ganesh vihar, pune. It is a semi-Furnished property. Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is ...",HIGH VISION PROPERTY 
375,Easterlia,"1 BHK Flat for rent in Lohegaon, Pune","₹16,000","+ Deposit ₹30,000",605 sqft,1 BHK ,"['2 Baths', 'East Facing']","Brand new 1 bhk apartment for rent in lohegaon, pune. This 1 bhk apartment in easterlia is situated in pune. Property has been built with latest feature like reserved parking. Cctv surveillance, park and lift(s) etc. Makes this place stand-Out from rest in terms of quality of living. Other features include rain water harvesting.",HIGH VISION PROPERTY 
376,Vilas Javdekar Yashwin Orizzonte,"1 BHK Flat for rent in Kharadi, Pune","₹23,500",+ Deposit 2 months rent,500 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","Vilas javdekar yashwin orizzonte is one of pune's most sought after destination for residential flats and this 1 bhk flat for rent in kharadi, is your opportunity to be a part of this community. This 1 bhk flat comes with 1 bathroom set in 500 sq.Ft. Carpet usable area. The flat consists of 1 bedroom, built on 500 sq.Ft. Society provides 1 covered parking with this flat & the option for 1 open ...",grace realty 
377,Vilas Javdekar Yashwin Orizzonte,"1 BHK Flat for rent in Kharadi, Pune","₹23,400",+ Deposit 2 months rent,500 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","Situated in kharadi pune, vilas javdekar yashwin orizzonte is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1 bhk apartment now available for rent. This flat consists of 1 bathroom build in 500 sq.Ft. Carpet area. This flat is constructed on 500 sq.Ft. Area. Parking available: 1 covered parking & 1 open parking. This flat lies on the ...",grace realty 
378,Vilas Javdekar Yashwin Orizzonte,"1 BHK Flat for rent in Kharadi, Pune","₹24,500",+ Deposit 2 months rent,500 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","Vilas javdekar yashwin orizzonte is the most preferred destination for renting flats in kharadi, pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. This 1 bhk flat comes with 1 bathroom set in 500 sq.Ft. Carpet usable area. The flat is built on 500 sq.Ft. Area. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated...",grace realty 
379,Vilas Javdekar Yashwin Orizzonte,"1 BHK Flat for rent in Kharadi, Pune","₹24,900",+ Deposit 2 months rent,500 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","Explore this amicable vilas javdekar yashwin orizzonte of kharadi in pune ! Live in a 1 bhk flat for rent in kharadi. This flat consists of 1 bathroom in 500 sq.Ft. Carpet area. Flat is constructed on 500 sq.Ft. 1 covered parking available. 1 open parking available. Placed on 2nd of 19 floor in 1-5 years old tower. This property is semi-Furnished. Equipped with 2 fan, 5 light and 1 modular kitc...",grace realty 
380,Vilas Javdekar Yashwin Orizzonte,"1 BHK Flat for rent in Kharadi, Pune","₹24,000",+ Deposit 2 months rent,500 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","Pune's most popular society vilas javdekar yashwin orizzonte in kharadi offers 1 bhk apartment. This flat consists of 1 bathroom build in 500 sq.Ft. Carpet area. The flat consists of 1 bedroom, built on 500 sq.Ft. Society provides 1 covered parking with this flat & the option for 1 open parking is also available. The building has a total of 19 floors and this property is situated on 5th floor. ...",grace realty 
381,Arun Sanskriti,"2 BHK Flat for rent in Kaspate Vasti, Pune","₹26,000","+ Deposit ₹60,000","1,201 sqft",2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in kaspate vasti is available in one of pune's most popular projects, arun sanskriti. This flat consists of 2 bathrooms & 1 balcony build in 1200 sq.Ft. Super built-Up area. Flat is constructed on 1201 sq.Ft. 1 covered parking available. Placed on 5th of 8 floor in 5-10 years old tower. This is an unfurnished flat. Property is ready to be leased on any agree...",Property World 
382,Malpani Vivanta,"2 BHK Flat for rent in Balewadi, Pune","₹34,000",+ Deposit 2 months rent,750 sqft,2 BHK ,"['2 Baths', 'East Facing']","Malpani vivanta is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in balewadi, is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 1 balcony build in 750 sq.Ft. Carpet area. This flat is constructed on 750 sq.Ft. Area. This flat lies on the 5th floor of a 12 storey building. Well maintained 0-1 year property. Th...",the real scout 
